Date;Time;CO(GT);PT08.S1(CO);NMHC(GT);C6H6(GT);PT08.S2(NMHC);NOx(GT);PT08.S3(NOx);NO2(GT);PT08.S4(NO2);PT08.S5(O3);T;RH;AH
01/09/2004;06.00.00;-200,0;-200;187;11,9;1429;-200;-200;154;1675;812;10,0;34,1;0,8241
01/09/2004;07.00.00;1,9;1340;211;10,7;1333;389;1533;149;1599;831;8,9;54,6;0,8789
01/09/2004;08.00.00;2,1;1492;190;10,6;1216;423;1637;145;1729;758;9,5;45,1;1,0157
01/09/2004;09.00.00;2,2;1443;248;15,0;1555;282;1136;137;1989;608;8,8;43,2;0,9208
01/09/2004;10.00.00;2,6;1505;-200;11,9;1302;328;1400;193;2205;854;9,5;33,9;0,9488
01/09/2004;11.00.00;1,6;1340;240;10,3;1193;261;1150;86;1954;387;9,1;35,3;1,1314
01/09/2004;12.00.00;1,7;1270;243;13,9;1650;242;1218;180;2235;772;14,0;68,6;1,0936
01/09/2004;13.00.00;2,3;1589;-200;-200,0;-200;314;1282;198;2425;603;13,7;75,3;1,1425
01/09/2004;14.00.00;2,8;1511;281;14,3;1609;339;1487;161;2043;792;17,2;47,2;1,1299
01/09/2004;15.00.00;2,0;1430;238;12,8;1336;239;1237;148;1694;830;15,7;45,8;1,1638
01/09/2004;16.00.00;1,5;1309;191;10,9;1278;226;1055;95;1661;989;21,4;55,7;1,1348
01/09/2004;17.00.00;2,5;1564;250;12,3;1338;170;872;180;2155;540;20,4;50,0;1,1366
01/09/2004;18.00.00;2,3;1473;204;10,4;1393;246;1312;184;2263;830;17,4;44,0;0,9911
01/09/2004;19.00.00;1,8;1328;244;12,9;1492;320;1271;158;1844;867;18,8;44,4;1,0661
01/09/2004;20.00.00;1,7;1247;204;13,6;1353;340;1320;96;1625;806;22,9;50,9;1,1147
01/09/2004;21.00.00;1,6;1226;224;13,2;1321;158;1090;83;1822;873;18,8;51,5;1,1059
01/09/2004;22.00.00;1,8;1344;-200;12,3;1468;191;981;128;1619;664;24,1;50,7;1,1616
01/09/2004;23.00.00;1,5;1360;-200;7,0;1284;302;1323;131;1956;-200;20,9;42,9;1,1198
02/09/2004;00.00.00;1,7;1259;228;13,0;1579;204;1110;164;2020;-200;17,7;43,2;0,9672
02/09/2004;01.00.00;0,7;1224;179;9,1;1182;179;1050;105;2015;984;16,8;36,7;1,0943
02/09/2004;02.00.00;1,2;1302;204;9,3;1226;190;1200;156;2020;808;17,6;79,2;1,1791
02/09/2004;03.00.00;1,2;1168;162;11,7;1436;268;1284;157;1945;770;17,9;62,9;0,9784
02/09/2004;04.00.00;1,5;1243;203;11,4;1431;321;1441;144;1877;639;13,6;60,9;0,8385
02/09/2004;05.00.00;1,5;1247;171;13,0;1474;245;1165;155;2088;948;11,6;51,3;0,9745
02/09/2004;06.00.00;2,0;1412;209;12,7;1396;245;1117;-200;-200;-200;10,2;43,9;0,8412
02/09/2004;07.00.00;1,3;1259;174;10,1;1352;234;1273;92;1568;1245;10,0;41,5;0,7043
02/09/2004;08.00.00;2,0;1398;204;-200,0;-200;325;1293;123;1828;391;10,3;66,7;1,0681
02/09/2004;09.00.00;2,3;1434;166;13,8;1510;324;1361;120;1978;1303;9,8;49,0;0,7613
02/09/2004;10.00.00;2,8;1570;235;10,9;1436;312;1366;192;2185;-200;10,4;59,7;1,0862
02/09/2004;11.00.00;2,2;1483;213;11,4;1481;303;1230;170;2029;840;11,3;47,4;0,7628
02/09/2004;12.00.00;2,5;1499;180;8,7;1268;286;1197;-200;-200;-200;9,9;51,8;0,8462
02/09/2004;13.00.00;1,9;1355;218;12,7;1465;268;1209;144;2129;1269;10,3;49,8;1,0427
02/09/2004;14.00.00;1,8;1406;-200;12,9;1427;226;1227;82;1493;659;18,0;57,0;0,9143
02/09/2004;15.00.00;2,7;1536;241;11,9;1409;390;1516;122;1857;1014;16,5;36,1;1,0074
02/09/2004;16.00.00;2,4;1513;246;10,7;1409;205;976;173;2166;958;15,9;49,9;0,8366
02/09/2004;17.00.00;2,7;1536;215;15,3;1615;339;1575;102;1589;879;18,9;48,3;1,1656
02/09/2004;18.00.00;1,8;1421;-200;10,2;1258;284;1307;95;1786;852;20,6;57,1;1,0992
02/09/2004;19.00.00;2,3;1518;220;13,9;1433;293;1244;114;1682;923;21,4;55,6;1,0923
02/09/2004;20.00.00;2,6;1572;231;13,1;1391;271;1228;103;1858;898;20,8;55,7;1,1190
02/09/2004;21.00.00;2,0;1371;139;10,9;1461;258;1193;97;1817;771;22,8;57,2;1,1179
02/09/2004;22.00.00;1,8;1338;-200;12,8;1275;348;1360;134;2108;786;16,9;56,0;1,0508
02/09/2004;23.00.00;1,6;1373;-200;11,4;1232;251;1320;82;1307;917;17,9;45,1;1,1247
03/09/2004;00.00.00;1,1;1215;159;13,2;1397;230;1398;114;2019;792;15,9;62,6;1,0303
03/09/2004;01.00.00;1,9;1383;-200;10,4;1394;262;1173;138;1839;781;14,0;63,4;1,0060
03/09/2004;02.00.00;1,3;1228;187;8,0;1172;192;1039;148;1925;696;17,3;50,6;0,9513
03/09/2004;03.00.00;1,7;1404;159;11,3;1282;214;1119;-200;-200;1235;15,0;48,6;1,0268
03/09/2004;04.00.00;1,1;1271;230;11,1;1392;248;1059;80;1507;933;13,4;57,5;0,9355
03/09/2004;05.00.00;1,3;1252;187;10,2;1351;192;1136;86;1730;1049;13,2;39,5;0,8971
03/09/2004;06.00.00;2,2;1403;189;16,0;1676;269;1258;102;1449;724;9,7;44,2;0,9082
03/09/2004;07.00.00;1,8;1318;-200;14,0;1634;322;1359;159;1916;892;6,5;42,8;0,8282
03/09/2004;08.00.00;2,4;1493;214;11,8;1514;263;1042;159;1901;929;8,9;39,2;1,0156
03/09/2004;09.00.00;2,1;1440;214;12,3;1472;-200;-200;131;1846;828;4,9;54,2;0,9292
03/09/2004;10.00.00;1,7;1296;243;7,8;1180;266;1196;98;1319;762;11,6;61,4;0,8246
03/09/2004;11.00.00;2,6;1461;212;15,3;1610;347;1461;157;1886;421;11,2;41,4;0,9385
03/09/2004;12.00.00;2,3;1455;251;11,2;1316;319;1160;186;2030;818;10,2;44,5;0,7357
03/09/2004;13.00.00;2,7;1581;220;13,8;1578;297;1384;192;2095;534;10,5;50,7;0,9429
03/09/2004;14.00.00;2,5;1505;227;12,5;1375;298;1266;105;1714;719;13,6;50,7;0,7973
03/09/2004;15.00.00;2,0;1391;219;9,1;1177;272;1162;172;1954;761;17,8;56,4;1,1130
03/09/2004;16.00.00;2,5;1439;214;14,6;1626;-200;-200;105;1950;977;14,4;50,1;1,2218
03/09/2004;17.00.00;3,0;1570;209;11,9;1251;250;1071;148;2077;759;19,7;41,7;1,1205
03/09/2004;18.00.00;2,4;1523;235;11,8;1328;317;1081;132;1858;891;19,5;75,2;1,0528
03/09/2004;19.00.00;2,1;1359;247;13,9;1556;257;1335;150;2031;968;19,6;46,0;1,0903
03/09/2004;20.00.00;2,3;1553;238;10,7;1326;317;1329;116;2074;764;19,6;46,3;1,1288
03/09/2004;21.00.00;1,9;1391;225;14,8;1529;275;1178;141;2124;822;17,7;52,0;0,9426
03/09/2004;22.00.00;1,8;1283;190;9,7;1177;241;1124;103;1641;698;19,2;48,7;1,0249
03/09/2004;23.00.00;1,3;1288;210;8,3;1117;212;1046;131;2085;1313;18,1;52,8;1,0021
04/09/2004;00.00.00;1,3;1289;200;10,8;1320;165;996;87;1636;646;18,0;48,2;0,9894
04/09/2004;01.00.00;1,5;1283;221;14,3;1365;243;1175;118;1845;1072;15,0;51,0;1,1764
04/09/2004;02.00.00;0,9;1236;181;9,9;1293;208;1186;119;1850;655;13,5;66,3;0,9254
04/09/2004;03.00.00;1,6;1297;217;13,3;1576;210;1051;125;1743;949;14,4;37,3;1,0121
04/09/2004;04.00.00;1,2;1279;172;7,8;1294;128;851;150;2275;992;11,3;45,1;0,9674
04/09/2004;05.00.00;1,1;1214;203;9,4;1324;215;1076;53;1511;648;12,8;51,9;1,0946
04/09/2004;06.00.00;1,7;1335;164;10,9;1363;250;1448;-200;-200;868;9,4;50,6;1,0266
04/09/2004;07.00.00;1,5;1364;184;8,4;1214;308;1331;104;1754;808;9,5;46,6;0,9015
04/09/2004;08.00.00;1,9;1434;186;8,7;1239;278;1297;-200;-200;872;10,0;56,3;0,9148
04/09/2004;09.00.00;1,7;1293;307;11,0;1265;335;1345;135;1736;1061;12,7;43,1;0,9985
04/09/2004;10.00.00;1,9;1405;227;15,0;1494;258;1390;171;1972;995;10,2;53,1;0,9352
04/09/2004;11.00.00;2,2;1534;183;12,8;1291;-200;-200;137;1729;847;13,7;47,4;0,8765
04/09/2004;12.00.00;2,2;1512;175;11,1;1437;260;1116;181;2106;-200;10,8;51,9;0,9879
04/09/2004;13.00.00;1,6;1271;145;7,1;1144;-200;-200;136;1798;848;9,2;65,2;0,9226
04/09/2004;14.00.00;1,9;1452;171;11,0;1529;340;1343;98;1545;852;10,2;49,9;0,7763
04/09/2004;15.00.00;2,5;1538;198;12,0;1348;365;1471;124;1797;1050;15,7;52,2;0,9436
04/09/2004;16.00.00;2,1;1366;183;13,0;1447;316;1432;124;1963;994;14,6;57,2;0,9869
04/09/2004;17.00.00;1,9;1389;-200;11,3;1427;-200;-200;141;1929;380;13,0;44,4;0,8337
04/09/2004;18.00.00;1,5;1332;221;12,3;1455;203;1143;157;1893;544;19,3;66,5;1,0666
04/09/2004;19.00.00;1,5;1247;189;12,5;1419;254;1127;148;1944;601;22,2;62,2;0,8443
04/09/2004;20.00.00;1,1;1253;204;10,0;1462;209;1261;141;2031;682;19,1;43,7;1,0599
04/09/2004;21.00.00;1,5;1429;164;11,0;1264;288;1373;108;1717;707;20,0;52,3;0,9292
04/09/2004;22.00.00;1,3;1322;176;10,6;1387;262;1025;151;1664;799;21,1;38,1;1,1021
04/09/2004;23.00.00;1,1;1219;-200;6,6;1091;241;1070;124;1652;786;17,3;66,9;1,0286
05/09/2004;00.00.00;1,2;1235;200;11,9;1384;199;964;148;1833;819;20,0;50,1;1,1566
05/09/2004;01.00.00;1,3;1281;184;14,0;1525;236;1166;82;1544;808;14,5;54,1;1,0553
05/09/2004;02.00.00;1,8;1316;258;11,8;1377;264;1259;150;1994;574;15,1;59,8;1,0007
05/09/2004;03.00.00;0,8;1128;152;8,0;1183;189;1157;-200;-200;568;12,8;48,9;1,0904
05/09/2004;04.00.00;1,6;1224;167;11,2;1222;230;1137;94;1362;976;12,2;57,2;0,9616
05/09/2004;05.00.00;1,6;1349;208;-200,0;-200;263;1197;152;1706;1003;15,3;46,3;0,9928
05/09/2004;06.00.00;1,2;1226;181;10,5;1185;181;1091;111;2012;793;9,4;54,1;0,9540
05/09/2004;07.00.00;1,6;1357;214;10,6;1460;229;1474;148;1960;-200;6,9;51,0;0,9178
05/09/2004;08.00.00;1,6;1318;195;6,8;1131;-200;-200;101;1760;767;13,7;42,9;0,9717
05/09/2004;09.00.00;1,9;1326;-200;12,0;1481;331;1174;198;2208;972;10,4;52,5;0,8542
05/09/2004;10.00.00;2,4;1490;202;-200,0;-200;281;1210;144;2138;539;9,8;60,1;0,7717
05/09/2004;11.00.00;2,2;1411;208;9,8;1286;308;1245;130;1758;379;9,3;53,2;0,7582
05/09/2004;12.00.00;2,3;1539;172;14,8;1537;345;1316;175;1818;-200;13,0;20,0;1,1720
05/09/2004;13.00.00;2,1;1368;247;12,9;1366;268;1235;138;1629;829;17,0;47,8;0,8412
05/09/2004;14.00.00;1,8;1327;240;9,7;1361;338;1260;230;2269;800;11,9;38,3;0,8061
05/09/2004;15.00.00;2,1;1373;241;9,6;1221;357;1354;177;2017;1006;12,9;63,0;0,8148
05/09/2004;16.00.00;2,5;1443;211;13,5;1396;215;1101;135;1714;1061;16,4;63,2;1,1886
05/09/2004;17.00.00;1,6;1320;179;11,9;1363;299;1271;134;1839;537;15,7;58,4;0,9221
05/09/2004;18.00.00;1,6;1264;213;8,3;1298;329;1345;134;1744;845;18,8;54,9;0,9514
05/09/2004;19.00.00;1,9;1364;-200;13,6;1503;261;1208;105;1720;1048;19,6;46,7;0,9070
05/09/2004;20.00.00;1,4;1302;226;-200,0;-200;283;1185;166;1945;1174;18,2;44,4;1,0533
05/09/2004;21.00.00;1,3;1245;118;11,7;1450;180;1035;113;2054;669;14,1;48,5;0,8658
05/09/2004;22.00.00;1,3;1154;176;12,1;1383;161;1021;119;1744;1016;20,2;50,2;1,0005
05/09/2004;23.00.00;0,9;1254;146;11,7;1476;198;1193;125;1897;932;22,2;22,8;1,2705
06/09/2004;00.00.00;1,3;1268;-200;8,6;1262;-200;-200;98;1563;395;17,0;69,0;1,0986
06/09/2004;01.00.00;1,7;1359;234;15,5;1649;262;1228;140;1894;1021;17,8;50,5;0,9868
06/09/2004;02.00.00;1,1;1209;200;8,4;1148;235;1187;107;1430;528;13,9;54,6;0,9490
06/09/2004;03.00.00;1,0;1248;238;11,9;1401;305;1329;106;1994;945;13,4;51,2;1,2242
06/09/2004;04.00.00;1,4;1322;191;9,8;1373;273;1269;122;1492;1013;14,4;55,5;0,8389
06/09/2004;05.00.00;1,9;1425;224;11,8;1556;227;1022;115;1725;433;11,4;41,7;0,8479
06/09/2004;06.00.00;1,7;1351;152;11,1;1451;257;1230;86;1642;918;14,8;52,9;0,9626
06/09/2004;07.00.00;1,7;1277;192;12,4;1518;273;1257;139;1467;1085;11,2;61,5;0,8676
06/09/2004;08.00.00;2,0;1422;-200;14,1;1366;306;1368;71;1543;888;5,9;47,3;0,7274
06/09/2004;09.00.00;1,6;1334;170;10,0;1272;166;1015;64;1591;760;11,7;52,7;0,8103
06/09/2004;10.00.00;2,4;1452;229;11,0;1408;285;1217;149;2071;564;8,6;52,8;0,7933
06/09/2004;11.00.00;2,5;1453;164;8,8;1117;368;1537;143;2055;-200;11,9;42,9;0,9993
06/09/2004;12.00.00;2,3;1489;234;13,0;1488;333;1245;153;1992;1014;15,3;72,0;1,0358
06/09/2004;13.00.00;2,8;1553;220;13,2;1428;337;1237;175;1954;807;11,8;40,5;0,8485
06/09/2004;14.00.00;2,2;1412;191;12,5;1399;285;1146;83;1970;448;18,2;63,6;0,8608
06/09/2004;15.00.00;2,8;1647;256;-200,0;-200;330;1395;137;1821;863;17,2;60,2;1,1107
06/09/2004;16.00.00;2,5;1529;268;14,5;1559;322;1273;136;2116;538;15,0;43,1;0,9456
06/09/2004;17.00.00;2,3;1472;244;11,5;1447;262;1213;154;2001;947;18,1;40,8;0,9321
06/09/2004;18.00.00;-200,0;-200;192;13,2;1351;315;1469;151;1971;793;20,8;45,0;1,1262
06/09/2004;19.00.00;2,1;1435;232;12,1;1501;293;1170;129;1997;885;18,4;50,2;1,0130
06/09/2004;20.00.00;2,4;1438;-200;10,8;1403;273;1077;148;2016;998;17,8;54,4;1,0837
06/09/2004;21.00.00;1,5;1290;230;9,7;1261;234;1251;122;1757;670;16,4;45,9;1,0936
06/09/2004;22.00.00;1,5;1340;202;12,9;1539;186;988;103;1436;-200;18,4;32,5;0,9201
06/09/2004;23.00.00;2,0;1422;164;13,6;1311;316;1214;140;2083;944;19,7;45,0;1,1751
07/09/2004;00.00.00;1,4;1299;184;12,3;1429;258;1206;63;1434;1151;17,2;42,0;1,1027
07/09/2004;01.00.00;1,8;1300;178;11,2;1306;261;1204;143;1889;430;16,6;36,6;1,0240
07/09/2004;02.00.00;2,0;1442;186;7,5;1072;282;1177;-200;-200;677;14,2;47,5;0,9776
07/09/2004;03.00.00;1,4;1276;182;7,5;1024;93;943;117;1583;-200;11,8;42,1;0,9395
07/09/2004;04.00.00;1,8;1384;211;11,0;1414;334;1290;197;2162;907;13,6;54,2;0,9460
07/09/2004;05.00.00;1,3;1218;-200;7,6;1229;102;821;144;1799;857;13,1;54,1;0,8302
07/09/2004;06.00.00;2,0;1493;-200;14,2;1631;311;1135;183;2195;868;9,3;57,4;0,7875
07/09/2004;07.00.00;1,9;1398;244;10,2;1378;275;1005;150;1931;404;11,3;63,0;0,8747
07/09/2004;08.00.00;2,1;1407;163;11,7;1357;232;1188;159;2311;828;9,4;51,2;1,0510
07/09/2004;09.00.00;1,9;1419;182;15,3;1838;289;1146;143;1862;942;8,6;51,4;0,8698
07/09/2004;10.00.00;1,8;1393;263;13,6;1579;306;1298;87;1701;761;13,9;46,7;0,9921
07/09/2004;11.00.00;2,5;1532;190;13,7;1370;292;1478;91;2008;482;11,8;44,1;0,7466
07/09/2004;12.00.00;1,8;1313;241;12,1;1390;354;1455;129;1768;737;14,0;41,3;1,1108
07/09/2004;13.00.00;2,4;1534;220;11,3;1385;244;1191;129;1559;-200;14,3;56,7;0,9040
07/09/2004;14.00.00;2,8;1539;231;15,1;1528;283;1308;-200;-200;959;13,6;26,0;0,9844
07/09/2004;15.00.00;2,5;1507;254;13,5;1680;262;1440;112;1755;336;16,6;42,3;0,9586
07/09/2004;16.00.00;3,0;1493;264;13,8;1459;270;1052;193;2267;739;20,6;56,9;1,2243
07/09/2004;17.00.00;2,7;1509;269;14,6;1491;332;1351;122;2053;984;18,2;34,0;1,2890
07/09/2004;18.00.00;2,1;1387;204;13,4;1545;374;1597;108;1707;901;17,2;55,3;1,0912
07/09/2004;19.00.00;2,1;1450;218;10,3;1328;334;1399;143;1955;672;19,7;36,2;0,9981
07/09/2004;20.00.00;2,0;1370;202;13,8;1468;264;1348;172;1733;952;22,1;48,6;1,1572
07/09/2004;21.00.00;1,4;1198;158;10,6;1547;318;1275;153;2059;891;21,7;44,7;1,1242
07/09/2004;22.00.00;1,5;1305;199;11,1;1508;297;1170;109;1790;887;17,9;59,5;1,0840
07/09/2004;23.00.00;1,5;1283;189;-200,0;-200;207;1306;123;1639;395;21,0;59,2;1,0579
08/09/2004;00.00.00;1,0;1154;122;7,3;1354;201;1111;168;2525;858;19,8;45,7;0,9357
08/09/2004;01.00.00;1,5;1310;229;8,2;1189;251;1285;163;2060;776;18,0;37,5;0,9571
08/09/2004;02.00.00;1,4;1196;197;15,6;1695;-200;-200;-200;-200;865;12,3;47,4;0,8511
08/09/2004;03.00.00;1,0;1234;159;14,6;1726;166;1161;131;1762;877;10,1;43,2;0,7559
08/09/2004;04.00.00;1,7;1328;210;8,0;1279;282;1294;136;2068;-200;17,4;46,3;1,1069
08/09/2004;05.00.00;1,9;1358;190;8,7;1462;305;1344;-200;-200;1023;11,1;40,4;0,8767
08/09/2004;06.00.00;1,8;1411;210;10,6;1415;209;1168;170;2118;270;9,0;55,4;1,0173
08/09/2004;07.00.00;1,8;1327;244;13,8;1550;282;1201;139;1843;786;9,2;44,9;0,9572
08/09/2004;08.00.00;2,2;1448;227;13,6;1581;304;1413;165;2020;765;10,4;49,4;0,8375
08/09/2004;09.00.00;2,3;1460;205;17,0;1526;244;1132;139;1890;713;6,9;37,0;0,7726
08/09/2004;10.00.00;2,3;1629;189;12,1;1383;-200;-200;98;1678;519;11,8;60,1;1,1065
08/09/2004;11.00.00;2,1;1445;191;10,8;1233;327;1435;111;1791;783;12,2;55,7;0,8847
08/09/2004;12.00.00;2,5;1446;249;13,1;1439;350;1180;136;1766;773;12,8;41,0;0,9491
08/09/2004;13.00.00;2,8;1655;233;13,3;1511;323;1426;141;2119;688;15,5;69,1;1,0378
08/09/2004;14.00.00;2,3;1516;-200;12,6;1414;332;1387;124;1845;625;14,2;46,7;1,1729
08/09/2004;15.00.00;3,1;1624;234;14,4;1507;357;1547;141;2066;916;17,5;37,8;0,8999
08/09/2004;16.00.00;2,3;1433;-200;16,8;1503;-200;-200;184;2205;795;14,6;48,2;1,1022
08/09/2004;17.00.00;2,4;1406;238;13,0;1395;355;1422;202;2004;925;17,9;59,4;1,0671
08/09/2004;18.00.00;2,0;1431;187;-200,0;-200;245;1226;180;2389;797;20,1;52,1;1,1600
08/09/2004;19.00.00;-200,0;-200;203;11,8;1334;250;1073;79;1642;664;18,1;45,8;0,9667
08/09/2004;20.00.00;1,5;1251;157;12,4;1385;204;1092;161;1850;773;20,7;63,4;1,1832
08/09/2004;21.00.00;1,7;1380;173;12,6;1454;-200;-200;156;2216;700;16,8;57,6;0,9853
08/09/2004;22.00.00;1,4;1361;219;11,9;1433;242;1185;127;1585;542;17,6;60,2;1,0219
08/09/2004;23.00.00;1,7;1313;232;8,0;1185;217;1228;118;2037;896;15,3;43,2;1,0464
09/09/2004;00.00.00;1,9;1413;238;8,6;1090;315;1328;128;1818;817;19,2;54,2;1,1326
09/09/2004;01.00.00;1,7;1352;234;11,2;1412;231;1151;163;2147;-200;14,4;58,0;0,7727
09/09/2004;02.00.00;0,8;1175;163;10,5;1515;96;950;127;1911;-200;15,2;33,3;1,0045
09/09/2004;03.00.00;2,1;1385;233;10,6;1513;227;863;179;1896;593;12,3;40,2;0,8706
09/09/2004;04.00.00;1,7;1320;231;14,3;1443;248;1233;-200;-200;682;15,4;44,8;1,0884
09/09/2004;05.00.00;-200,0;-200;166;11,9;1435;256;987;171;2072;1002;13,5;51,3;0,9898
09/09/2004;06.00.00;1,8;1298;209;10,6;1580;224;1140;154;1995;496;11,4;53,8;0,7969
09/09/2004;07.00.00;1,9;1410;203;17,4;1669;247;1112;104;1768;549;13,9;58,3;0,9106
09/09/2004;08.00.00;1,8;1333;147;10,7;1358;246;1076;-200;-200;1231;9,6;32,3;1,0258
09/09/2004;09.00.00;2,2;1392;225;11,6;1232;324;1496;163;1781;585;8,3;63,7;0,8789
09/09/2004;10.00.00;2,1;1353;190;11,3;1469;360;1533;159;2176;954;12,7;52,4;1,0612
09/09/2004;11.00.00;2,2;1370;248;-200,0;-200;268;1201;126;1742;839;8,7;42,1;0,8932
09/09/2004;12.00.00;2,2;1347;193;10,3;1226;379;1697;151;1949;655;12,6;56,8;0,9733
09/09/2004;13.00.00;2,1;1416;221;13,6;1548;313;1426;127;2053;807;14,3;27,5;0,9676
09/09/2004;14.00.00;2,5;1377;229;14,8;1639;-200;-200;136;1795;571;15,8;48,9;0,8434
09/09/2004;15.00.00;2,7;1555;178;14,7;1463;314;1139;110;1955;758;18,9;55,1;1,1253
09/09/2004;16.00.00;2,6;1540;218;12,3;1247;274;1239;153;1790;785;21,2;45,3;1,1595
09/09/2004;17.00.00;2,6;1514;-200;12,3;1429;-200;-200;136;2050;1009;17,1;54,8;1,0566
09/09/2004;18.00.00;2,3;1473;251;-200,0;-200;254;1162;158;2007;778;20,0;58,0;1,1953
09/09/2004;19.00.00;2,0;1379;209;12,4;1445;228;1197;86;1615;870;20,7;34,8;1,2040
09/09/2004;20.00.00;2,3;1461;244;10,9;1460;307;1251;163;2012;918;21,4;46,2;1,0654
09/09/2004;21.00.00;1,5;1303;210;6,9;972;354;1541;-200;-200;371;20,8;62,5;1,0165
09/09/2004;22.00.00;1,5;1361;211;10,2;1207;-200;-200;97;1443;742;17,9;40,8;1,0588
09/09/2004;23.00.00;-200,0;-200;209;11,8;1410;220;1038;113;2068;833;17,6;40,2;1,1943
10/09/2004;00.00.00;1,9;1453;198;12,8;1282;300;1366;89;1743;963;14,4;61,9;1,0001
10/09/2004;01.00.00;1,8;1320;174;8,6;1152;195;1087;127;1700;803;14,4;56,2;1,0026
10/09/2004;02.00.00;1,6;1367;246;13,0;1395;168;1122;136;2036;-200;12,9;57,7;0,8989
10/09/2004;03.00.00;1,8;1393;228;15,4;1670;150;1017;138;1766;1092;13,2;64,8;0,8919
10/09/2004;04.00.00;1,3;1228;187;9,9;1425;-200;-200;139;1826;868;15,0;44,6;0,9868
10/09/2004;05.00.00;1,8;1305;221;11,1;1427;-200;-200;117;1772;720;10,8;48,0;0,9775
10/09/2004;06.00.00;1,7;1323;213;10,4;1506;187;984;157;2274;829;13,5;42,1;0,9699
10/09/2004;07.00.00;2,1;1371;-200;11,5;1517;242;1199;150;1822;368;6,5;40,8;0,7155
10/09/2004;08.00.00;2,0;1323;198;14,4;1596;319;1278;163;2030;547;9,0;61,8;0,9270
10/09/2004;09.00.00;2,0;1427;250;10,5;1398;262;1205;190;2136;805;10,0;48,3;0,8979
10/09/2004;10.00.00;2,4;1484;222;13,3;1406;347;1399;101;1831;799;13,4;56,4;0,9037
10/09/2004;11.00.00;-200,0;-200;239;12,7;1294;340;1455;140;1935;743;13,3;56,1;1,1733
10/09/2004;12.00.00;2,2;1492;254;12,8;1370;315;1274;121;1528;923;14,7;41,8;1,1292
10/09/2004;13.00.00;2,5;1483;223;12,4;1502;318;1057;213;2150;773;14,0;51,4;0,8255
10/09/2004;14.00.00;2,2;1478;187;14,0;1468;342;1288;161;2073;973;15,0;33,0;1,2032
10/09/2004;15.00.00;-200,0;-200;205;13,5;1538;304;1321;-200;-200;848;19,6;51,7;1,1319
10/09/2004;16.00.00;2,5;1461;208;13,7;1303;327;1472;185;2247;957;17,2;48,1;1,1323
10/09/2004;17.00.00;2,5;1507;184;12,6;1484;218;1166;151;1913;817;18,5;33,0;1,0796
10/09/2004;18.00.00;2,3;1571;243;14,2;1426;286;1371;160;2059;943;18,0;49,7;1,0601
10/09/2004;19.00.00;1,5;1373;188;-200,0;-200;186;1089;117;1752;911;21,2;73,9;1,1193
10/09/2004;20.00.00;1,9;1433;117;12,6;1599;217;1157;96;1627;1109;19,4;58,4;1,1183
10/09/2004;21.00.00;1,2;1172;193;-200,0;-200;288;1251;-200;-200;1196;20,7;44,8;1,0366
10/09/2004;22.00.00;2,2;1439;222;12,8;1330;262;1328;114;1898;907;19,0;44,8;0,9763
10/09/2004;23.00.00;1,3;1305;248;8,7;1213;313;1491;148;1897;582;20,3;49,9;1,1302
11/09/2004;00.00.00;1,6;1432;199;13,7;1470;276;1155;165;2263;999;16,8;56,1;0,9786
11/09/2004;01.00.00;-200,0;-200;-200;8,5;1298;-200;-200;62;1500;657;15,8;41,7;1,0193
11/09/2004;02.00.00;0,9;1222;197;9,6;1233;187;955;149;1788;968;16,0;45,4;1,0326
11/09/2004;03.00.00;0,9;1228;158;6,8;1059;238;1344;125;1898;796;15,2;47,7;1,0838
11/09/2004;04.00.00;1,4;1297;201;13,1;1482;256;1229;98;1727;854;13,7;34,5;0,9377
11/09/2004;05.00.00;1,1;1151;177;13,3;1472;269;1237;69;1669;625;12,1;53,6;0,8830
11/09/2004;06.00.00;1,5;1308;173;8,6;1315;133;852;127;1669;746;11,2;53,3;0,8805
11/09/2004;07.00.00;1,4;1306;177;-200,0;-200;167;1012;123;1604;555;9,8;44,2;0,8419
11/09/2004;08.00.00;1,2;1242;165;9,7;1266;-200;-200;156;2053;651;13,2;44,5;1,0087
11/09/2004;09.00.00;1,2;1197;184;11,3;1444;281;1156;-200;-200;833;9,5;40,7;0,8349
11/09/2004;10.00.00;2,0;1363;210;15,2;1553;328;1372;107;1663;891;11,7;52,7;1,1028
11/09/2004;11.00.00;-200,0;-200;190;12,5;1259;146;908;91;1486;657;12,4;41,5;0,8542
11/09/2004;12.00.00;-200,0;-200;-200;10,4;1482;252;1247;143;1816;-200;9,3;55,1;0,8374
11/09/2004;13.00.00;2,4;1445;165;11,4;1361;343;1288;147;2001;1124;13,0;59,6;0,7752
11/09/2004;14.00.00;2,6;1503;196;12,4;1413;271;1259;190;2305;797;18,0;53,2;0,9934
11/09/2004;15.00.00;2,1;1428;204;10,7;1590;318;1317;127;1550;830;17,1;46,4;1,0593
11/09/2004;16.00.00;2,0;1458;-200;13,6;1690;322;1374;153;2037;1053;21,3;47,1;1,1338
11/09/2004;17.00.00;2,2;1380;235;14,1;1599;277;1271;-200;-200;796;17,9;42,3;1,0034
11/09/2004;18.00.00;1,5;1243;166;13,6;1371;274;1258;49;1193;831;19,8;52,5;1,1709
11/09/2004;19.00.00;1,9;1360;255;10,9;1484;272;1170;159;1971;753;21,3;44,2;1,0784
11/09/2004;20.00.00;1,9;1283;205;14,0;1324;296;1349;124;1953;708;18,9;63,5;0,9532
