Datetime,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,T,RH,AH,IsWeekend,Hour_sin,Hour_cos,Month_sin,Month_cos
2004-10-03 23:00:00,5.6,1079.0,275.0,7.8,890.0,540.0,745.0,169.0,1522.0,1000.0,20.5,64.9,1.5473,1,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
2004-10-04 00:00:00,5.6,995.0,275.0,5.5,789.0,540.0,828.0,169.0,1432.0,874.0,19.8,66.9,1.5277,0,0.0,1.0,-0.8660254037844386,0.5000000000000001
2004-10-04 01:00:00,5.6,960.0,275.0,5.2,772.0,540.0,838.0,169.0,1431.0,852.0,18.4,71.6,1.4997,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
2004-10-04 02:00:00,5.6,890.0,275.0,3.2,666.0,540.0,969.0,169.0,1323.0,728.0,18.9,68.6,1.4818,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
2004-10-04 03:00:00,5.6,860.0,275.0,2.7,632.0,540.0,1037.0,169.0,1322.0,713.0,17.8,72.3,1.4546,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
2004-10-04 04:00:00,5.6,860.0,275.0,3.0,652.0,540.0,997.0,169.0,1326.0,734.0,17.1,73.9,1.4262,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-04 05:00:00,5.6,883.0,275.0,4.0,713.0,540.0,937.0,169.0,1351.0,777.0,17.7,70.3,1.4088,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
2004-10-04 06:00:00,5.6,929.0,275.0,5.6,795.0,540.0,858.0,169.0,1373.0,815.0,17.1,71.8,1.3936,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
2004-10-04 09:00:00,5.6,1402.0,275.0,23.6,1393.0,540.0,505.0,169.0,1967.0,1542.0,19.9,61.7,1.4193,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
2004-10-04 12:00:00,5.6,1381.0,275.0,22.1,1355.0,540.0,516.0,169.0,1931.0,1583.0,25.8,44.7,1.459,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
2004-10-04 17:00:00,5.6,1531.0,275.0,30.3,1558.0,540.0,451.0,169.0,2181.0,1620.0,28.4,37.5,1.4251,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-04 18:00:00,5.6,1694.0,275.0,41.6,1805.0,540.0,391.0,169.0,2523.0,1882.0,26.0,43.9,1.4562,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-04 19:00:00,5.6,1723.0,275.0,44.7,1866.0,540.0,378.0,169.0,2612.0,2006.0,24.3,49.6,1.486,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-04 21:00:00,5.6,1084.0,275.0,10.0,979.0,540.0,699.0,169.0,1539.0,1239.0,22.6,55.1,1.4899,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
2004-10-04 22:00:00,5.6,1039.0,275.0,8.9,936.0,540.0,731.0,169.0,1499.0,1121.0,21.2,59.3,1.4787,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
2004-10-04 23:00:00,5.6,1011.0,275.0,7.4,875.0,540.0,787.0,169.0,1446.0,1012.0,20.6,60.9,1.4642,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
2004-10-05 00:00:00,5.6,968.0,275.0,6.4,831.0,540.0,810.0,169.0,1425.0,961.0,20.0,63.1,1.4592,0,0.0,1.0,-0.8660254037844386,0.5000000000000001
2004-10-05 01:00:00,5.6,867.0,275.0,3.7,693.0,540.0,971.0,169.0,1335.0,825.0,19.7,63.4,1.4383,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
2004-10-05 02:00:00,5.6,820.0,275.0,2.5,620.0,540.0,1081.0,169.0,1270.0,703.0,20.8,58.8,1.4305,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
2004-10-05 03:00:00,5.6,826.0,275.0,2.7,631.0,540.0,1072.0,169.0,1280.0,752.0,17.8,69.8,1.4058,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
2004-10-05 04:00:00,5.6,835.0,275.0,2.5,620.0,540.0,1053.0,169.0,1260.0,741.0,18.8,65.3,1.4023,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-05 05:00:00,5.6,887.0,275.0,4.1,717.0,540.0,955.0,169.0,1334.0,786.0,17.6,69.5,1.3889,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
2004-10-05 06:00:00,5.6,990.0,275.0,7.8,889.0,540.0,763.0,169.0,1450.0,952.0,17.4,69.7,1.3714,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
2004-10-05 07:00:00,5.6,1511.0,275.0,30.8,1569.0,540.0,476.0,169.0,2195.0,1601.0,17.4,70.1,1.3783,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-05 08:00:00,5.6,1352.0,275.0,26.4,1465.0,540.0,491.0,169.0,1998.0,1621.0,18.5,65.5,1.3787,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-05 10:00:00,5.6,1435.0,275.0,22.8,1373.0,540.0,513.0,169.0,1910.0,1759.0,23.9,48.7,1.4269,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
2004-10-05 12:00:00,5.6,1562.0,275.0,30.4,1559.0,540.0,453.0,169.0,2130.0,1918.0,28.6,37.3,1.4423,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
2004-10-05 13:00:00,5.6,1358.0,275.0,23.4,1389.0,540.0,516.0,169.0,1886.0,1525.0,27.9,38.0,1.4029,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
2004-10-05 17:00:00,5.6,1578.0,275.0,31.9,1595.0,540.0,459.0,169.0,2181.0,1680.0,29.7,33.1,1.3546,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-05 18:00:00,5.6,1700.0,275.0,40.5,1782.0,540.0,401.0,169.0,2403.0,2004.0,27.0,40.2,1.4158,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-05 19:00:00,5.6,1778.0,275.0,41.6,1805.0,540.0,380.0,169.0,2473.0,2094.0,25.6,47.5,1.539,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-05 20:00:00,5.6,1539.0,275.0,23.9,1402.0,540.0,475.0,169.0,2018.0,1780.0,23.9,57.2,1.6774,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-05 23:00:00,5.6,1092.0,275.0,8.7,928.0,540.0,688.0,169.0,1470.0,1139.0,22.4,58.3,1.561,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001
2004-10-06 00:00:00,5.6,1036.0,275.0,6.8,850.0,540.0,760.0,169.0,1411.0,1001.0,21.7,60.2,1.5442,0,0.0,1.0,-0.8660254037844386,0.5000000000000001
2004-10-06 01:00:00,5.6,984.0,275.0,5.3,780.0,540.0,810.0,169.0,1377.0,910.0,21.2,61.4,1.5258,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
2004-10-06 02:00:00,5.6,950.0,275.0,4.6,743.0,540.0,841.0,169.0,1377.0,895.0,19.3,68.4,1.513,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
2004-10-06 03:00:00,5.6,889.0,275.0,3.2,665.0,540.0,943.0,169.0,1310.0,805.0,19.8,65.1,1.49,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
2004-10-06 04:00:00,5.6,865.0,275.0,2.8,636.0,540.0,992.0,169.0,1285.0,761.0,20.0,62.9,1.4495,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-06 05:00:00,5.6,917.0,275.0,3.6,686.0,540.0,933.0,169.0,1304.0,805.0,18.3,68.5,1.4291,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
2004-10-06 06:00:00,5.6,997.0,275.0,6.2,823.0,540.0,804.0,169.0,1395.0,894.0,18.1,68.5,1.4067,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
2004-10-06 07:00:00,5.6,1433.0,275.0,24.2,1409.0,540.0,506.0,169.0,1972.0,1439.0,17.6,70.5,1.4057,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-06 08:00:00,5.6,1516.0,275.0,32.0,1596.0,540.0,429.0,169.0,2183.0,1706.0,18.3,67.8,1.4091,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-06 09:00:00,5.6,1528.0,275.0,25.8,1449.0,540.0,473.0,169.0,2039.0,1756.0,20.4,61.2,1.447,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
2004-10-06 17:00:00,5.6,1527.0,275.0,24.6,1419.0,540.0,476.0,169.0,1966.0,1507.0,28.7,37.3,1.4486,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-06 18:00:00,5.6,1559.0,275.0,26.9,1476.0,540.0,463.0,169.0,2022.0,1660.0,25.7,44.1,1.4331,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-06 19:00:00,5.6,1840.0,275.0,44.0,1852.0,540.0,360.0,169.0,2553.0,2143.0,24.5,49.5,1.5022,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-06 20:00:00,5.6,1666.0,275.0,31.0,1573.0,540.0,427.0,169.0,2195.0,1968.0,23.3,54.4,1.5386,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-07 00:00:00,5.6,1171.0,275.0,9.9,972.0,540.0,650.0,169.0,1529.0,1181.0,20.3,64.2,1.5063,0,0.0,1.0,-0.8660254037844386,0.5000000000000001
2004-10-07 01:00:00,5.6,1002.0,275.0,5.0,762.0,540.0,814.0,169.0,1385.0,954.0,21.4,60.6,1.5236,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001
2004-10-07 02:00:00,5.6,950.0,275.0,3.7,696.0,540.0,894.0,169.0,1375.0,875.0,20.3,66.3,1.5657,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001
2004-10-07 03:00:00,5.6,930.0,275.0,3.1,660.0,540.0,925.0,169.0,1321.0,838.0,20.9,62.2,1.5182,0,0.7071067811865476,0.7071067811865476,-0.8660254037844386,0.5000000000000001
2004-10-07 04:00:00,5.6,924.0,275.0,2.9,643.0,540.0,948.0,169.0,1329.0,825.0,19.9,66.1,1.5198,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-07 05:00:00,5.6,994.0,275.0,4.4,732.0,540.0,852.0,169.0,1400.0,882.0,19.8,67.1,1.5305,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001
2004-10-07 06:00:00,5.6,1089.0,275.0,7.4,873.0,540.0,741.0,169.0,1479.0,990.0,20.1,64.4,1.4967,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001
2004-10-07 08:00:00,5.6,1696.0,275.0,37.1,1711.0,540.0,383.0,169.0,2464.0,1823.0,20.9,62.4,1.5226,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-07 09:00:00,5.6,1479.0,275.0,22.2,1357.0,540.0,491.0,169.0,1937.0,1581.0,22.5,57.0,1.5314,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
2004-10-07 17:00:00,5.4,1623.0,275.0,28.8,1522.0,398.0,447.0,111.0,2110.0,1618.0,28.0,38.5,1.437,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-07 18:00:00,5.3,1576.0,275.0,26.1,1458.0,418.0,463.0,119.0,2024.0,1637.0,25.2,45.8,1.4464,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-07 19:00:00,6.7,1747.0,275.0,37.1,1709.0,515.0,399.0,128.0,2370.0,1876.0,24.0,50.6,1.4892,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-07 20:00:00,7.0,1757.0,275.0,35.7,1680.0,669.0,396.0,117.0,2280.0,1959.0,23.2,54.7,1.5296,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-08 07:00:00,5.7,1606.0,275.0,31.2,1578.0,665.0,440.0,81.0,2205.0,1786.0,19.4,66.5,1.4801,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-08 08:00:00,4.3,1490.0,275.0,24.8,1424.0,592.0,465.0,75.0,2033.0,1604.0,19.5,66.9,1.4999,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-08 09:00:00,3.9,1473.0,275.0,24.2,1409.0,557.0,483.0,87.0,1984.0,1637.0,21.1,61.1,1.5056,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
2004-10-08 10:00:00,5.1,1582.0,275.0,29.5,1539.0,693.0,435.0,128.0,2141.0,1827.0,23.2,54.7,1.5349,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001
2004-10-09 19:00:00,4.8,1674.0,275.0,25.7,1447.0,461.0,448.0,122.0,2065.0,1689.0,26.5,52.7,1.7966,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-11 08:00:00,3.5,1326.0,275.0,24.5,1416.0,366.0,499.0,68.0,1971.0,1395.0,20.2,66.6,1.5567,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-11 09:00:00,4.6,1464.0,275.0,25.6,1444.0,565.0,475.0,85.0,2049.0,1625.0,19.7,68.9,1.5638,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
2004-10-11 17:00:00,4.8,1435.0,275.0,25.0,1429.0,479.0,499.0,109.0,2072.0,1449.0,21.7,59.1,1.5115,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-11 18:00:00,4.5,1326.0,275.0,22.2,1356.0,448.0,525.0,95.0,1966.0,1405.0,20.8,61.4,1.4898,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-18 08:00:00,1.2,1298.0,275.0,26.8,1473.0,281.0,514.0,72.0,1884.0,1447.0,14.4,65.8,1.0773,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-18 17:00:00,1.2,1610.0,275.0,36.5,1697.0,281.0,407.0,72.0,2287.0,1810.0,19.7,57.8,1.3138,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-18 18:00:00,1.2,1612.0,275.0,38.8,1745.0,281.0,398.0,72.0,2357.0,1834.0,19.3,59.0,1.3077,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-18 19:00:00,1.2,1520.0,275.0,32.3,1604.0,281.0,436.0,72.0,2161.0,1672.0,18.5,60.3,1.2706,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-18 20:00:00,1.2,1489.0,275.0,29.3,1534.0,281.0,444.0,72.0,2080.0,1686.0,17.8,66.3,1.341,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-19 08:00:00,1.2,1583.0,275.0,37.9,1726.0,281.0,404.0,72.0,2316.0,1818.0,15.8,71.7,1.278,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-19 09:00:00,1.2,1526.0,275.0,30.1,1552.0,281.0,441.0,72.0,2074.0,1802.0,16.6,68.4,1.2829,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001
2004-10-19 12:00:00,1.2,1455.0,275.0,26.5,1468.0,281.0,474.0,72.0,1945.0,1746.0,19.4,61.1,1.3652,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
2004-10-19 20:00:00,1.2,1518.0,275.0,27.2,1483.0,281.0,454.0,72.0,2098.0,1666.0,20.8,65.1,1.5782,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-20 08:00:00,1.2,1715.0,275.0,37.9,1728.0,281.0,371.0,72.0,2376.0,2004.0,19.9,69.9,1.6036,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-20 12:00:00,1.2,1650.0,275.0,28.1,1506.0,281.0,424.0,72.0,2093.0,1955.0,23.8,59.9,1.7376,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
2004-10-20 13:00:00,1.2,1640.0,275.0,28.0,1503.0,281.0,431.0,72.0,2094.0,1894.0,24.7,56.9,1.7472,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001
2004-10-20 16:00:00,4.7,1597.0,275.0,30.9,1573.0,652.0,424.0,167.0,2307.0,1956.0,24.8,57.7,1.7765,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
2004-10-20 17:00:00,8.0,1884.0,275.0,43.7,1846.0,895.0,348.0,194.0,2595.0,2203.0,24.6,58.9,1.8005,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-20 18:00:00,7.7,1835.0,275.0,40.0,1770.0,826.0,358.0,172.0,2474.0,2073.0,23.9,61.8,1.8088,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-20 19:00:00,6.8,1759.0,275.0,35.9,1684.0,648.0,373.0,134.0,2378.0,1923.0,23.0,65.9,1.8319,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-20 20:00:00,6.0,1666.0,275.0,30.1,1553.0,629.0,409.0,130.0,2170.0,1780.0,22.4,67.7,1.8161,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-20 21:00:00,4.7,1506.0,275.0,22.3,1360.0,529.0,458.0,113.0,1944.0,1609.0,22.0,69.2,1.8061,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001
2004-10-21 18:00:00,4.4,1630.0,275.0,28.7,1520.0,447.0,427.0,118.0,2166.0,1691.0,25.9,55.8,1.8347,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-21 19:00:00,6.0,1720.0,275.0,34.8,1661.0,576.0,382.0,120.0,2403.0,1846.0,25.1,59.4,1.8632,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-21 20:00:00,5.0,1600.0,275.0,27.5,1492.0,486.0,432.0,107.0,2160.0,1665.0,24.7,58.7,1.8001,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-21 22:00:00,4.3,1544.0,275.0,24.2,1409.0,462.0,448.0,91.0,2048.0,1603.0,22.4,67.1,1.794,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001
2004-10-22 08:00:00,4.1,1500.0,275.0,28.0,1503.0,465.0,437.0,91.0,2158.0,1927.0,20.4,66.7,1.5781,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-22 16:00:00,5.5,1612.0,275.0,27.7,1496.0,548.0,429.0,137.0,2127.0,1743.0,26.9,48.6,1.7017,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
2004-10-22 17:00:00,5.4,1654.0,275.0,29.8,1546.0,494.0,435.0,152.0,2176.0,2007.0,26.2,48.9,1.634,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-22 18:00:00,8.4,1808.0,275.0,40.0,1771.0,686.0,373.0,163.0,2486.0,2235.0,24.3,54.3,1.6276,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-22 19:00:00,6.8,1681.0,275.0,35.1,1666.0,556.0,397.0,135.0,2339.0,1998.0,23.3,58.1,1.6457,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-22 20:00:00,4.5,1494.0,275.0,25.5,1443.0,467.0,454.0,119.0,2020.0,1795.0,22.3,62.5,1.6616,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-24 19:00:00,5.2,1555.0,275.0,24.3,1410.0,532.0,464.0,127.0,1971.0,2185.0,21.7,62.9,1.6117,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-25 08:00:00,4.4,1423.0,275.0,25.0,1429.0,649.0,467.0,88.0,1998.0,1631.0,16.3,74.3,1.3644,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-25 15:00:00,4.2,1512.0,275.0,25.5,1441.0,605.0,432.0,119.0,2034.0,1744.0,21.6,60.9,1.5551,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
2004-10-25 16:00:00,5.0,1584.0,275.0,32.0,1597.0,666.0,392.0,125.0,2176.0,1845.0,21.6,62.0,1.5784,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
2004-10-25 17:00:00,7.9,1816.0,275.0,46.3,1897.0,814.0,330.0,158.0,2641.0,2164.0,21.7,61.9,1.592,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-25 18:00:00,8.4,1824.0,275.0,44.5,1862.0,860.0,340.0,149.0,2567.0,2106.0,21.0,64.9,1.5987,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-25 19:00:00,8.0,1744.0,275.0,41.0,1793.0,820.0,352.0,136.0,2469.0,2007.0,20.0,68.6,1.5882,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-25 20:00:00,6.4,1588.0,275.0,32.5,1610.0,742.0,400.0,112.0,2230.0,1791.0,19.3,71.4,1.5805,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-26 08:00:00,4.5,1392.0,275.0,25.0,1429.0,581.0,469.0,93.0,1990.0,1494.0,16.3,75.9,1.3991,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-26 12:00:00,4.4,1477.0,275.0,26.7,1471.0,624.0,455.0,146.0,2031.0,1750.0,22.6,54.5,1.4737,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
2004-10-26 14:00:00,4.5,1495.0,275.0,26.4,1465.0,597.0,451.0,158.0,2043.0,1786.0,24.9,48.3,1.4942,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
2004-10-26 15:00:00,5.3,1606.0,275.0,30.9,1573.0,688.0,419.0,175.0,2165.0,1900.0,24.9,50.0,1.5522,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
2004-10-26 16:00:00,5.8,1669.0,275.0,32.8,1615.0,760.0,404.0,166.0,2232.0,1963.0,24.0,55.0,1.6211,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
2004-10-26 17:00:00,8.4,1822.0,275.0,45.9,1890.0,918.0,347.0,187.0,2641.0,2161.0,23.2,58.7,1.651,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-26 18:00:00,9.5,1908.0,275.0,52.1,2007.0,952.0,325.0,180.0,2775.0,2372.0,22.5,61.5,1.6579,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-26 19:00:00,6.2,1664.0,275.0,36.6,1699.0,685.0,385.0,134.0,2305.0,2062.0,22.2,61.0,1.6071,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-26 20:00:00,5.0,1465.0,275.0,24.0,1404.0,561.0,468.0,127.0,1962.0,1736.0,22.6,58.3,1.5829,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001
2004-10-27 08:00:00,4.9,1465.0,275.0,28.5,1515.0,555.0,454.0,119.0,2119.0,1516.0,18.0,74.8,1.5281,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-28 08:00:00,4.4,1401.0,275.0,25.8,1449.0,736.0,477.0,102.0,1969.0,1528.0,16.0,76.4,1.3751,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001
2004-10-28 15:00:00,4.4,1475.0,275.0,25.9,1451.0,631.0,455.0,122.0,1991.0,1646.0,20.7,63.0,1.5204,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001
2004-10-28 16:00:00,5.0,1521.0,275.0,26.6,1470.0,677.0,446.0,139.0,1977.0,1720.0,21.3,61.9,1.5463,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001
2004-10-28 17:00:00,6.5,1633.0,275.0,35.3,1671.0,761.0,398.0,149.0,2271.0,1852.0,20.8,64.0,1.5522,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001
2004-10-28 18:00:00,5.9,1463.0,275.0,28.2,1508.0,650.0,468.0,136.0,2092.0,1670.0,20.3,66.7,1.5656,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-29 12:00:00,4.2,1523.0,275.0,24.9,1428.0,603.0,458.0,116.0,2114.0,1363.0,20.2,86.5,2.0224,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001
2004-10-29 14:00:00,5.5,1513.0,275.0,26.1,1457.0,706.0,463.0,163.0,2125.0,1393.0,19.7,82.2,1.8669,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001
2004-10-30 19:00:00,4.9,1493.0,275.0,25.3,1437.0,581.0,470.0,116.0,2015.0,1551.0,21.2,67.4,1.6755,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-10-31 18:00:00,6.6,1571.0,275.0,30.3,1559.0,544.0,440.0,106.0,2277.0,1516.0,21.7,66.6,1.7077,1,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001
2004-10-31 19:00:00,4.7,1464.0,275.0,22.4,1362.0,543.0,487.0,100.0,1987.0,1648.0,21.2,70.3,1.7476,1,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001
2004-11-02 09:00:00,4.4,1296.0,275.0,25.2,1435.0,562.0,504.0,112.0,1899.0,1489.0,20.8,57.9,1.407,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384
2004-11-02 10:00:00,4.4,1381.0,275.0,23.6,1394.0,560.0,495.0,107.0,1911.0,1558.0,20.6,60.2,1.4428,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384
